slug,author,name,editor,country,volume_number,volume_date,edition_date,pages,shelf_number,notes,source_category,URL,type
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_ColoniesAnglaisesDamérique_Fc18,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Colonies anglaises d'Amérique,FC18,,,,BNF: LC5-138 (CJ),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_CôtesDafrique_Fc12,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Côtes d'Afrique,FC12,,,,BNF: LC5-138 (AA),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_CôtesDafrique_Fc14,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Côtes d'Afrique,FC14,,,,BNF: LC5-138 (B),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_CôtesDafrique_Fc7,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Côtes d'Afrique,FC7,,,,BNF: LC5-138 (AA),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Danemark_Fc11,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Danemark,FC11,,,,BNF: LC5-138 (BC),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Danemark_Fc13,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Danemark,FC13,,,,BNF: LC5-138 (BC),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Danemark_Fc15,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Danemark,FC15,,,,BNF: LC5-138 (BC),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Danemark_Fc18,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Danemark,FC18,,,,BNF: LC5-138 (BC),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Danemark_Fc23,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Danemark,FC23,,,,BNF: LC5-138 (BC),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Danemark_Fc24,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Danemark,FC24,,,,BNF: LC5-138 (BC),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Danemark_Fc6,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Danemark,FC6,,,,BNF: LC5-138 (BC),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Danemark_Fc8,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Danemark,FC8,,,,BNF: LC5-138 (BC),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Egypte,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Egypte,,,,,BNF: LC5-138 (BG),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Egypte_Fc1,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Egypte,FC1,,,,BNF: LC5-138 (BG),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Egypte_Fc10,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Egypte,FC10,,nov. 1857,,BNF: LC5-138 (BG) 1843/10-1865/01 (N 1-16),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Egypte_Fc13,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Egypte,FC13,,,,BNF: LC5-138 (BG),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Egypte_Fc15,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Egypte,FC15,,,,BNF: LC5-138 (BI),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Egypte_Fc16,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Egypte,FC16,,,,BNF: LC5-138 (BI),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Egypte_Fc17,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Egypte,FC17,,avril 1868,,BNF: LC5-138 (BG) 1868/04-1886/12 (N 17-24),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Egypte_Fc19,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Egypte,FC19,,,,BNF: LC5-138 (BI),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Egypte_Fc20,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Egypte,FC20,,,,,,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Egypte_Fc3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Egypte,FC3,,,,BNF: LC5-138 (BG),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Egypte_Fc4,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Egypte,FC4,,,,BNF: LC5-138 (BI),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Egypte_Fc5,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Egypte,FC5,,,,BNF: LC5-138 (BI),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Egypte_Fc7,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Egypte,FC7,,Aout 1853,,BNF: LC5-138 (BG) 1843/10-1865/01 (N 1-16),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Egypte_Fc8,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Egypte,FC8,,,,BNF: LC5-138 (BG),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Egypte_Fc9,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Egypte,FC9,,,,BNF: LC5-138 (BG),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_EmpireDallemagne_Fc36,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Empire d'Allemagne,FC36,,,,BNF: LC5-138 (AH),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_EmpireDallemagne_Fc37,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Empire d'Allemagne,FC37,,,,BNF: LC5-138 (AH),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Espagne_Fc2,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Espagne,FC2,,août 1845,,BNF: LC5-138 (BK) 1844/05-1859/10 (N 1-14),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Espagne_Fc24,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Espagne,FC24,,juin 1875,,BNF: MFILM LC5-138 (BK) (1860-1884) 1860/11-1884/12 (N°15-28),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Espagne_Fc27,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Espagne,FC27,,1884,,BNF: MFILM LC5-138 (BK) (1860-1884) 1860/11-1884/12 (N°15-28),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_EtatsBarbaresques_Fc1,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Etats barbaresques,FC1,,,,BNF: LC5-138 (AA),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_EtatsBarbaresques_Fc11,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Etats barbaresques,FC11,,,,BNF: LC5-138 (AA),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_EtatsBarbaresques_Fc13,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Etats barbaresques,FC13,,,,BNF: LC5-138 (BM),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_EtatsBarbaresques_Fc14,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Etats barbaresques,FC14,,,,BNF: LC5-138 (BM),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_EtatsBarbaresques_Fc18,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Etats barbaresques,FC18,,,,BNF: LC5-138 (BM),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_EtatsBarbaresques_Fc5,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Etats barbaresques,FC5,,,,BNF: LC5-138 (AA),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_EtatsBarbaresques_Fc7,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Etats barbaresques,FC7,,,,BNF: LC5-138 (AA),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_EtatsunisDeColombie_Fc12,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Etats-Unis de Colombie,FC12,,,,BNF: LC5-138 (AD),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_EtatsunisDeColombie_Fc13,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Etats-Unis de Colombie,FC13,,,,BNF: LC5-138 (D),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_EtatsunisDeColombie_Fc14,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Etats-Unis de Colombie,FC14,,,,BNF: LC5-138 (D),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Fc10,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",?,FC10,,,,,,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Fc15,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",?,FC15,,,,,,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Gibraltar_Fc2,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Gibraltar,FC2,,,,BNF: LC5-138 (BV),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Grèce_Fc1,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Grèce,FC1,,,,BNF: LC5-138 (BY),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Grèce_Fc11,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Grèce,FC11,,,,BNF: LC5-138 (BY),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Grèce_Fc12,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Grèce,FC12,,,,BNF: LC5-138 (BY),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Grèce_Fc13,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Grèce,FC13,,,,BNF: LC5-138 (BY),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Grèce_Fc14,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Grèce,FC14,,avril 1871,,BNF: LC5-138 (BY) 1847/09-1885 (N 1),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Grèce_Fc15,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Grèce,FC15,,janv. 1877,,BNF: LC5-138 (BY),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Grèce_Fc16,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Grèce,FC16,,1885,,BNF: LC5-138 (BY),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Grèce_Fc2,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Grèce,FC2,,,,BNF: LC5-138 (BY),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Grèce_Fc3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Grèce,FC3,,,,BNF: LC5-138 (BY),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Grèce_Fc4,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Grèce,FC4,,,,BNF: LC5-138 (BY),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Grèce_Fc6,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Grèce,FC6,,,,BNF: LC5-138 (BY),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Grèce_Fc7,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Grèce,FC7,,,,BNF: LC5-138 (BY),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Grèce_Fc9,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Grèce,FC9,,,,BNF: LC5-138 (BY),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Haïti,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Haïti,,,,,,1 Gourde = 5 francs,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Haïti_Fc1,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Haïti,FC1,,,,BNF: LC5-138 (C),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Haïti_Fc4,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Haïti,FC4,,juin 1858,,BNF: LC5-138 (C),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Haïti_Fc5,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Haïti,FC5,,Fevrier 1860,,BNF: LC5-138 (C),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Haïti_Fc6,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Haïti,FC6,,,,BNF: LC5-138 (C),,statistical series,,secondary
AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Haïti_Fc7,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Haïti,FC7,,,,BNF: LC5-138 (C),,statistical series,,secondary
